point_id,point_type,role,easting,northing,elevation,elevation_units,horizontal_crs,vertical_datum,geoid_model,project_id,collected,source,verified,va_blocks,usgs_ql1_dem_z_m,usgs_ql1_dem_error_m,usgs_ql1_laz_z_m,usgs_ql1_laz_error_m,usgs_ql0_dem_z_m,usgs_ql0_dem_error_m,usgs_ql0_laz_z_m,usgs_ql0_laz_error_m
1082_2021_MN,LCP,calibration,583677.256,4869939.641,361.28,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1083_2021_MN,LCP,calibration,574738.288,4860011.991,325.632,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1084_2022_MN,LCP,calibration,541324.24,4854814.408,382.561,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1085_2021_MN,LCP,calibration,541054.789,4849918.782,404.324,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1086_2021_MN,LCP,calibration,541939.884,4845035.059,399.684,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1087_2021_MN,LCP,calibration,541932.815,4840166.381,399.05,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1088_2022_MN,LCP,calibration,549212.504,4835301.433,407.24,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1089_2022_MN,LCP,calibration,549262.408,4830417.285,395.415,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1090_2022_MN,LCP,calibration,549304.949,4825673.104,416.32,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1091_2022_MN,LCP,calibration,550944.257,4820837.156,400.49,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1092_2022_MN,LCP,calibration,550966.788,4816730.791,375.791,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1094_2021_MN,LCP,calibration,594089.037,4865197.302,370.205,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1095_2021_MN,LCP,calibration,597912.417,4865770.706,375.133,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1096_2021_MN,LCP,calibration,602718.546,4866499.249,390.354,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1097_2021_MN,LCP,calibration,607570.225,4867879.923,396.541,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1098_2021_MN,LCP,calibration,612353.147,4863484.283,407.352,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1099_2021_MN,LCP,calibration,617000.639,4863023.387,403.064,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1100_2021_MN,LCP,calibration,622052.99,4864701.132,384.383,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1101_2021_MN,LCP,calibration,626908.286,4865557.179,320.153,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1102_2021_MN,LCP,calibration,633826.654,4859042.732,377.454,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1103_2021_MN,LCP,calibration,640868.353,4850808.881,203.364,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1104_2021_MN,LCP,calibration,646079.85,4824448.593,353.933,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1105_2021_MN,LCP,calibration,458248.27,4919584.722,338.745,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1106_2021_MN,LCP,calibration,458760.695,4905942.228,335.897,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1107_2021_MN,LCP,calibration,439002.952,4934095.663,295.417,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1108_2021_MN,LCP,calibration,438966.583,4931654.688,302.053,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1109_2021_MN,LCP,calibration,438945.318,4928967.92,302.541,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1110_2021_MN,LCP,calibration,436493.173,4926142.979,297.195,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1111_2021_MN,LCP,calibration,436476.413,4923706.155,300.258,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1112_2021_MN,LCP,calibration,436462.303,4921300.167,310.045,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1113_2021_MN,LCP,calibration,433978.257,4918776.174,303.103,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1115_2021_MN,LCP,calibration,433957.758,4915870.26,306.377,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1116_2021_MN,LCP,calibration,433957.079,4913742.875,307.496,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1118_2021_MN,LCP,calibration,433945.255,4910859.588,312.771,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1119_2021_MN,LCP,calibration,433888.959,4908226.591,319.57,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1120_2021_MN,LCP,calibration,433886.661,4905509.41,317.083,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1121_2021_MN,LCP,calibration,427665.559,4902697.945,302.382,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1122_2021_MN,LCP,calibration,428261.851,4900477.173,309.797,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1123_2021_MN,LCP,calibration,430616.582,4897446.844,307.691,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1124_2021_MN,LCP,calibration,443490.169,4894507.286,323.028,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1125_2021_MN,LCP,calibration,443427.951,4892575.249,321.062,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1126_2021_MN,LCP,calibration,546021.541,4893858.161,352.171,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1127_2022_MN,LCP,calibration,546428.475,4891019.25,326.047,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1128_2022_MN,LCP,calibration,546707.099,4888060.094,332.201,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1129_2022_MN,LCP,calibration,546333.483,4885632.636,327.742,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1130_2022_MN,LCP,calibration,545514.761,4883993.058,311.816,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1131_2022_MN,LCP,calibration,544624.341,4882079.27,317.184,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1132_2022_MN,LCP,calibration,544180.488,4880018.076,303.808,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1133_2022_MN,LCP,calibration,543799.777,4878508.492,310.154,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1134_2022_MN,LCP,calibration,543331.841,4876717.227,311.132,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1135_2022_MN,LCP,calibration,543044.433,4874939.216,302.059,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1136_2022_MN,LCP,calibration,543145.069,4872830.31,304.875,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1137_2022_MN,LCP,calibration,543081.764,4871376.245,317.484,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1138_2022_MN,LCP,calibration,543034.227,4869559.644,323.015,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1139_2022_MN,LCP,calibration,543480.174,4867795.501,321.395,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1140_2022_MN,LCP,calibration,542749.095,4865855.649,335.858,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1141_2022_MN,LCP,calibration,542426.909,4864115.163,380.757,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1142_2022_MN,LCP,calibration,541835.502,4862175.426,387.881,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1143_2022_MN,LCP,calibration,541483.568,4860798.63,391.874,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1144_2022_MN,LCP,calibration,541058.487,4858834.459,382.308,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1146_2022_MN,LCP,calibration,538503.316,4856733.028,391.222,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
1147_2021_MN,LCP,calibration,534998.882,4852542.099,401.306,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,"geoid from the survey report's per-table header 'Geoid Model: Geoid18' (sections 1.8.4, 2.2); this mark is in no shapefile",,,,,,,,,
2001_2021_MN,NVA,check,541181.871,4831755.257,410.439,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-15,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,410.4200134277344,0.018986572265646,410.4088622616105,0.030137738389499,,,,
2002_2022_MN,NVA,check,593580.382,4843299.364,368.242,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-07,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,368.2300109863281,0.011989013671894,368.2466603651954,-0.004660365195377,,,,
2003_2021_MN,NVA,check,478647.983,4904281.488,303.598,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,303.6300048828125,-0.032004882812487,303.6195215861215,-0.02152158612148,,,,
2004_2021_MN,NVA,check,585615.817,4903994.272,203.049,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-11,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,203.0500030517578,-0.001003051757806,203.04893232739,6.7672610015e-05,,,,
2005_2021_MN,NVA,check,444446.692,4911485.888,326.73,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-04,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,326.7799987792969,-0.049998779296857,326.77560747263226,-0.045607472632241
2006_2022_MN,NVA,check,528935.289,4884790.498,382.339,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-03-29,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,382.3399963378906,-0.000996337890626,382.3543061224351,-0.015306122435106
2007_2021_MN,NVA,check,638266.707,4817492.244,198.353,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-09,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,198.38999938964844,-0.036999389648429,198.39159888653447,-0.038598886534459,,,,
2008_2021_MN,NVA,check,465392.565,4838028.428,386.273,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-30,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,386.3399963378906,-0.0669963378906,386.3421708749299,-0.069170874929853,,,,
2009_2021_MN,NVA,check,525092.219,4828021.186,410.759,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-15,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,410.75,0.009000000000015,410.7499055546532,0.009094445346818,,,,
2010_2022_MN,NVA,check,570565.346,4870504.04,344.775,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-03,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,344.7699890136719,0.005010986328102,344.7607533039638,0.014246696036196
2011_2021_MN,NVA,check,484862.694,4900851.566,355.393,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,355.3500061035156,0.042993896484347,355.346093023257,0.046906976742946,,,,
2012_2022_MN,NVA,check,592378.007,4833405.342,362.772,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-07,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,362.7900085449219,-0.018008544921884,362.79130864686533,-0.019308646865341,,,,
2013_2021_MN,NVA,check,532915.451,4826078.44,416.763,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-15,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,416.7699890136719,-0.006989013671898,416.7750618860559,-0.012061886055903,,,,
2014_2021_MN,NVA,check,497370.372,4924305.527,281.389,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-14,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,281.3900146484375,-0.00101464843749,281.39214785992397,-0.003147859923956,,,,
2015_2021_MN,NVA,check,522511.963,4890048.764,359.043,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,359.04998779296875,-0.006987792968744,359.0279655052257,0.015034494774284,,,,
2016_2021_MN,NVA,check,607474.686,4817266.166,348.974,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-09,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,348.9700012207031,0.003998779296865,348.99342657343544,-0.019426573435453,,,,
2017_2021_MN,NVA,check,444395.63,4896603.594,326.287,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-02,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,326.2300109863281,0.056989013671853,326.23567508828603,0.051324911713948
2018_2021_MN,NVA,check,531178.069,4829294.908,427.085,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-15,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,427.1000061035156,-0.015006103515645,427.0943062500032,-0.009306250003249,,,,
