point_id,point_type,easting,northing,elevation,elevation_units,horizontal_crs,vertical_datum,geoid_model,project_id,collected,source,verified,county,dnr_surface_z_m,dnr_error_m
L1O-1090,L1O,563935.22,5175207.417,187.096,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,187.192,-0.096
L1O-1091,L1O,564307.825,5175199.459,184.793,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,184.795,-0.002
L1O-1094,L1O,564471.127,5175010.497,184.462,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,184.466,-0.004
L1O-1097,L1O,561861.549,5175083.678,201.487,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,201.558,-0.071
L1O-1099,L1O,561679.467,5175244.789,215.291,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,215.394,-0.103
L1O-1100,L1O,562441.988,5174528.059,190.807,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,190.811,-0.004
L1O-1102,L1O,566770.564,5180876.624,328.443,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,328.475,-0.032
L1O-1103,L1O,566724.289,5180915.632,324.225,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,324.294,-0.069
L1O-1105,L1O,566018.191,5180744.925,329.022,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,328.986,0.036
L1O-1106,L1O,566012.115,5180805.484,331.105,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,331.128,-0.023
L1O-1107,L1O,564432.539,5180764.796,393.9,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,393.946,-0.046
L1O-1109,L1O,563412.558,5180911.361,407.397,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,407.373,0.024
L1O-1111,L1O,563775.074,5178473.191,308.905,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,308.904,0.001
L1O-1113,L1O,563115.929,5178058.659,324.973,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,324.995,-0.022
L1O-1116,L1O,564401.136,5178235.744,210.429,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,210.538,-0.109
L1O-1117,L1O,564414.79,5178213.676,207.859,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,207.81,0.049
L1O-1119,L1O,563799.167,5177692.524,214.659,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,214.592,0.067
L1O-112,L1O,496155.543,5176060.222,388.355,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,388.476,-0.121
L1O-1120,L1O,564212.11,5177485.801,195.792,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,195.809,-0.017
L1O-1122,L1O,563954.508,5176635.895,187.789,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,187.794,-0.005
L1O-1125,L1O,564540.75,5176811.471,190.724,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,190.703,0.021
L1O-1128,L1O,564822.739,5177691.647,191.055,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,191.117,-0.062
L1O-1129,L1O,565703.758,5177752.489,184.819,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,184.832,-0.013
L1O-113,L1O,500079.646,5178856.014,396.02,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,396.049,-0.029
L1O-1132,L1O,565442.771,5178017.788,192.296,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,192.326,-0.03
L1O-1135,L1O,566559.326,5178520.774,185.467,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,185.551,-0.084
L1O-1138,L1O,565622.749,5179974.768,267.695,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,267.667,0.028
L1O-1139,L1O,565638.963,5180014.858,269.222,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,269.278,-0.056
L1O-1141,L1O,565337.049,5179586.769,271.135,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,271.102,0.033
L1O-1143,L1O,564313.012,5180423.306,385.994,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,386.116,-0.122
L1O-1145,L1O,563201.374,5182503.254,401.44,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,401.032,0.408
L1O-1146,L1O,564670.002,5182703.392,403.088,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,402.929,0.159
L1O-1149,L1O,565147.558,5182837.502,419.59,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,419.579,0.011
L1O-1150,L1O,565827.937,5183135.949,385.839,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,385.755,0.084
L1O-1153,L1O,566938.82,5182572.394,382.045,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,382.095,-0.05
L1O-1155,L1O,567096.823,5181428.602,349.817,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,349.766,0.051
L1O-1157,L1O,567376.913,5180713.856,272.716,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,272.835,-0.119
L1O-1159,L1O,569108.178,5181938.658,188.048,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,188.07,-0.022
L1O-116,L1O,499397.227,5166948.367,394.366,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,394.365,0.001
L1O-1161,L1O,569028.277,5181771.707,185.682,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,185.769,-0.087
L1O-1163,L1O,568525.882,5181108.955,185.36,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,185.329,0.031
L1O-1167,L1O,568561.932,5180960.305,186.174,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,186.235,-0.061
L1O-1168,L1O,568550.827,5180883.889,186.307,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,186.263,0.044
L1O-1169,L1O,567554.255,5179667.031,185.055,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,185.103,-0.048
L1O-1170,L1O,568612.94,5178017.694,184.221,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,184.154,0.067
L1O-1173,L1O,567406.323,5180297.221,204.011,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,204.076,-0.065
L1O-1174,L1O,567393.964,5180329.618,210.264,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,210.343,-0.079
L1O-1175,L1O,565060.127,5181732.468,378.764,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,378.73,0.034
L1O-1176,L1O,565061.807,5181737.674,378.945,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,378.912,0.033
L1O-1178,L1O,562946.255,5186035.47,418.375,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,418.246,0.129
L1O-1182,L1O,564440.642,5186968.333,423.18,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,423.13,0.05
L1O-1186,L1O,565518.561,5184549.145,424.363,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,424.423,-0.06
L1O-1187,L1O,565981.541,5183792.83,389.112,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,388.98,0.132
L1O-1188,L1O,566005.902,5183804.934,392.412,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,392.387,0.025
L1O-1192,L1O,567532.927,5182600.48,368.191,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,367.989,0.202
L1O-1195,L1O,568046.396,5182511.988,314.365,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,314.351,0.014
L1O-1198,L1O,568276.51,5182243.677,266.547,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,266.566,-0.019
L1O-1199,L1O,568209.195,5182242.481,279.415,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,279.458,-0.043
L1O-1200,L1O,568837.067,5181835.973,192.043,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,192.093,-0.05
L1O-1203,L1O,570439.088,5183265.462,194.263,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,194.272,-0.009
L1O-1204,L1O,569635.667,5184021.39,273.985,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,273.978,0.007
L1O-1205,L1O,569650.486,5184005.933,273.385,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,273.42,-0.035
L1O-1208,L1O,568517.205,5185109.17,360.779,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,360.75,0.029
L1O-1211,L1O,567520.59,5185283.41,380.875,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,380.857,0.018
L1O-1215,L1O,567721.683,5187250.128,417.637,m,EPSG:26915,NAVD88,GEOID09,lidar_duluth2012,2012,duluth2012_validation.pdf table 'Control Z',"datum is a DATASET-level assertion (lidar_duluth2012.html: 'Lidar data are in the UTM Zone 15 coordinate system, NAD83 96, NAVD88 Geoid09 meters tiled by USGS 1/16, 1:24,000 quadrangles.'); the validation reports themselves state no datum and no geoid",duluth2012,417.628,0.009
