point_id,point_type,easting,northing,elevation,elevation_units,horizontal_crs,vertical_datum,geoid_model,project_id,collected,source,verified,county,dnr_surface_z_m,dnr_error_m
L5U-33,L5U,633174.786,4846940.286,198.917,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,198.914,0.003
L3B-34,L3B,633297.261,4847505.322,196.57,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,197.038,-0.468
L2T-35,L2T,636707.429,4848027.36,194.96,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,195.299,-0.339
L4F-36,L4F,637751.691,4847154.329,200.243,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,200.286,-0.043
L1O-37,L1O,635449.868,4847858.505,197.396,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,197.347,0.049
L1O-38,L1O,630958.333,4845552.238,220.31,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,220.335,-0.025
L2T-39,L2T,634440.251,4835507.411,358.606,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,358.698,-0.092
L3B-40,L3B,634796.307,4837154.884,356.614,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,356.763,-0.149
L5U-41,L5U,638448.415,4839316.838,214.601,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,214.614,-0.013
L1O-42,L1O,638638.861,4839399.185,216.303,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,216.324,-0.021
L1O-43,L1O,629743.184,4835279.326,359.118,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,358.896,0.222
L2T-44,L2T,629645.486,4835321.793,359.23,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,359.22,0.01
L4F-45,L4F,629120.37,4835323.921,352.31,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,352.315,-0.005
L3B-46,L3B,627944.081,4836088.077,365.245,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,365.165,0.08
L2T-47,L2T,637325.283,4834624.362,354.977,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,354.984,-0.007
L4F-48,L4F,636461.888,4834570.661,338.16,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,338.155,0.005
L3B-49,L3B,637535.98,4833030.044,347.621,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,347.882,-0.261
L1O-50,L1O,638411.598,4832092.953,354.198,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,354.196,0.002
L1O-51,L1O,627531.586,4826834.821,355.688,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,355.663,0.025
L3B-52,L3B,628299.653,4827093.743,351.854,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,351.845,0.009
L4F-53,L4F,627249.029,4826742.731,338.009,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,337.857,0.152
L2T-54,L2T,629126.089,4825192.013,357.799,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,357.75,0.049
L1O-55,L1O,632066.876,4824962.481,355.388,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,355.436,-0.048
L3B-56,L3B,632897.701,4822553.819,357.212,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,357.356,-0.144
L2T-57,L2T,637072.85,4822574.973,350.641,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,350.664,-0.023
L5U-58,L5U,638970.067,4828994.96,213.858,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,213.888,-0.03
L2T-59,L2T,632450.285,4826476.186,353.571,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,353.567,0.004
L1O-60,L1O,632433.784,4826469.894,353.845,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,353.846,-0.001
L5U-61,L5U,632083.044,4830023.949,205.143,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,205.09,0.053
L1O-62,L1O,632174.671,4830045.605,204.383,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,204.344,0.039
L4F-64,L4F,633578.633,4829755.321,206.423,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,206.433,-0.01
L5U-65,L5U,610498.294,4824017.954,404.19,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,404.271,-0.081
L4F-66,L4F,607071.079,4824973.738,342.233,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,342.337,-0.104
L2T-67,L2T,607039.405,4824956.714,340.949,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,341.085,-0.136
L10-68,L1O,606894.58,4826898.346,363.098,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,363.177,-0.079
L5U-69,L5U,608123.629,4830127.93,359.998,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,359.973,0.025
L2T-70,L2T,608198.929,4830144.085,358.297,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,358.581,-0.284
L3B-71,L3B,603736.414,4825562.718,364.5,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,364.681,-0.181
L4F-72,L4F,603715.6,4825009.242,368.1,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,368.282,-0.182
L3B-73,L3B,605014.908,4817981.185,353.847,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,353.854,-0.007
L1O-74,L1O,605038.293,4818052.084,355.316,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,355.408,-0.092
L2T-75,L2T,606267.989,4820452.376,367.518,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,367.573,-0.055
L4F-76,L4F,605697.649,4820445.188,369.736,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,369.946,-0.21
L2T-77,L2T,612287.984,4819348.576,384.49,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,384.62,-0.13
L4F-78,L4F,614192.004,4819759.722,321.529,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,321.69,-0.161
L3B-79,L3B,613865.083,4821359.822,327.802,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,328.061,-0.259
L1O-80,L1O,613824.642,4821321.945,324.637,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,324.614,0.023
L1O-81,L1O,617852.273,4822277.406,381.905,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,381.852,0.053
L4F-82,L4F,619952.301,4821518.7,377.194,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,377.161,0.033
L4F-83,L4F,619407.155,4825019.569,346.631,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,346.565,0.066
L3B-84,L3B,618196.602,4825858.025,351.439,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,351.461,-0.022
L2T-85,L2T,618174.883,4825471.691,353.087,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,352.857,0.23
L1O-86,L1O,615926.222,4828600.822,362.27,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,362.246,0.024
L2T-87,L2T,612335.767,4828200.351,344.175,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,344.245,-0.07
L4F-88,L4F,611706.721,4827780.763,332.555,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,332.825,-0.27
L3B-89,L3B,610179.736,4826958.717,345.912,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,346.054,-0.142
L5U-90,L5U,605585.316,4837250.936,230.931,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,230.998,-0.067
L1O-91,L1O,605192.203,4836460.78,235.744,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,235.854,-0.11
L2T-92,L2T,605228.807,4836473.687,233.859,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,234.062,-0.203
L4F-93,L4F,602373.585,4833216.803,341.14,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,341.295,-0.155
L2T-94,L2T,602365.828,4833097.593,353.409,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,353.501,-0.092
L2T-95,L2T,610683.313,4841690.972,218.577,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,218.851,-0.274
L3B-96,L3B,607873.132,4838924.645,222.363,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,222.49,-0.127
L5U-97,L5U,613363.81,4837171.151,231.628,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,231.644,-0.016
L1O-98,L1O,619965.425,4837982.333,367.193,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,366.937,0.256
L3B-99,L3B,624375.926,4841206.232,362.735,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,362.944,-0.209
L4F-100,L4F,625118.767,4843108.39,354.705,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,354.596,0.109
L5U-101,L5U,620567.643,4832350.744,356.214,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,356.126,0.088
L5U-102,L5U,622201.365,4832412.772,355.741,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,355.68,0.061
L3B-104,L3B,623592.797,4824211.013,249.912,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,249.862,0.05
FSA Target 1 Houston-105,other,615063.258,4847400.069,215.208,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,215.215,-0.007
FSA Target 2 Yucatan-106,other,605681.393,4837268.193,227.686,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,227.67,0.016
FSA Target 3 Spring Grove-107,other,611303.063,4824435.698,402.066,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,402.25,-0.184
FSA Target 4 Brownsville-108,other,639185.504,4838557.372,194.402,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,194.534,-0.132
FSA Target 5 New Albin-109,other,638818.576,4817923.803,195.459,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,195.549,-0.09
FSA Target 601 Houston-110,other,620765.09,4831847.035,350.676,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,houston_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,houston,350.587,0.089
FSA Target 1 Mower-7401 Mower VRS,other,502394.277,4851790.392,385.012,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,mower_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,mower,385.125,-0.113
FSA Target 2 Mower-7402 Mower VRS,other,535462.088,4847076.129,409.793,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,mower_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,mower,409.842,-0.049
FSA Target 3 Elkton-7403 Mower VRS,other,523425.573,4835682.243,423.861,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,mower_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,mower,423.764,0.097
FSA Target 4 Lyle-7404 Mower VRS,other,504882.408,4817935.089,365.621,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,mower_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,mower,365.714,-0.093
FSA Target 5 Mower-7405 Mower VRS,other,542915.713,4817326.551,384.248,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,mower_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,mower,384.123,0.125
FSA Target 601 Austin-7601 Mower VRS,other,503434.393,4836323.867,369.928,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,mower_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,mower,369.752,0.176
L10-7009 Mower VRS,L1O,500653.166,4837352.339,375.926,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,mower_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,mower,375.934,-0.008
L10-7024 Mower VRS,L1O,507275.61,4838139.126,375.767,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,mower_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,mower,375.662,0.105
L1O-7005 Mower VRS,L1O,499360.315,4847207.32,384.465,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,mower_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,mower,384.341,0.124
L1O-7015 Mower VRS,L1O,502616.326,4831647.021,362.553,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,mower_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,mower,362.504,0.049
L1O-7034 Mower VRS,L1O,508167.454,4830218.785,373.77,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,mower_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,mower,373.648,0.122
L1O-7041 Mower VRS,L1O,500431.536,4822783.802,363.59,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,mower_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,mower,363.615,-0.025
L1O-7200 Mower VRS,L1O,508182.073,4851824.954,396.374,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,mower_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,mower,396.295,0.079
